Status,Station Name,Observation Date,Latitude,Longitude,Start Time,End Time,Air Temperature,Wind,Precipitation During Visit,Precipitation in the last 48 hours,The temperature the last 48 hours has been,Species,Call Intensity,Observation Notes,City,County,State,Characterize Land Use,Site Habitat,Wetland Origin,Water Presence,Water Source,Description,Directions To Site
,Fez’s station,2022-06-09,41.87472,-71.43576,09:05 pm,09:05 pm,21.11,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,,North Providence,Providence,Rhode Island,Suburban,Vernal Pool,Not Known,Temporary Every Year,Not Known,Shallow pool covered in various shrubs,"
Start out going north on Elmwood Ave/US-1 N toward Cadillac Dr. Continue to follow US-1 N.
Then 2.41 miles
Turn left onto Franklin St/US-1 N.
Franklin St is just past Service Road 7

If you reach Fenner St you've gone a little too far

Then 0.21 miles
Stay straight to go onto Service Road 8.
Then 0.21 miles
Merge onto I-95 N.
Then 0.64 miles
Merge onto Louisquisset Pike/RI-146 N via EXIT 23 toward Woonsocket/Lincoln.
Then 2.47 miles
Take the RI-15/Mineral Spring Ave exit.
Then 0.22 miles
Turn right onto Mineral Spring Ave/RI-15.
Then 0.25 miles
Turn left onto Charles St/RI-246.
Charles St is 0.1 miles past Cooper St

If you reach Adams Rd you've gone a little too far

Then 0.65 miles
Turn left onto Miner St.
Miner St is 0.3 miles past Borah St

If you reach Azad Ct you've gone a little too far

Then 0.05 miles
Take the 1st left onto Bennett St.
If you reach the end of Miner St you've gone a little too far

Then 0.05 miles

2 Bennett Street, North Providence, RI 02904, 2 BENNETT STREET."
,3rd Creek on Victor Ashe Greenway mile marker 0.75,2022-06-09,35.988945,-84.002023,09:30 pm,09:33 pm,24,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,Knoxville,Knox,Tennessee,Urban,Freshwater Marsh,Natural,Temporary Some Years,Stream or River,,
,Vernal pool on Button Road,2022-06-09,41.31083,-73.14722,10:42 pm,10:45 pm,18.89,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Gray Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping",,Shelton,fairfield,Connecticut,Suburban,Vernal Pool,Natural,Temporary Every Year,Groundwater,,
,Warrenville home,2022-06-09,41.78767,-72.17657,08:52 pm,08:55 pm,22.78,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Mansfield,Tolland,Connecticut,Rural,Swamp or Woodland Swamp,Natural,Permanent,Stream or River,Wetland by Mt. Hope River,Downhill thru forest from home
,Dead End Oasis,2022-06-09,41.98029,-71.38344,09:32 pm,09:35 pm,20.56,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Gray Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping",,Cumberland,,Rhode Island,Suburban,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,"Small vernal pool that dries up in late summer, remains mostly dry throughout autumn, and fills back up in winter and spring. Visible from the end of Nicholas Dr. (and my backyard). Sometimes dries up into two small water bodies separated by a small raised area of land while, other times, dries up completely. ","Get on RI-10 N from Rose Ave and Elmwood Ave

Follow I-95 N, RI-146 N and I-295 N to RI-114 N in Cumberland. Take exit 22 from I-295 N

At the traffic circle, take the 3rd exit onto RI-114 N
0.2 mi

At the traffic circle, continue straight to stay on RI-114 N
2.3 mi

Turn right onto RI-120 E
1.0 mi

Turn left onto N Attleboro Rd
0.5 mi

Turn right onto White Pine Dr
0.1 mi

Turn right onto Bishop Dr
420 ft

Turn right onto Nicholas Dr. 

The pool is located directly at the end of Nicholas Dr. (which is a dead-end road) "
,Dead End Oasis,2022-06-09,41.98029,-71.38344,09:32 pm,09:35 pm,20.56,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Cumberland,,Rhode Island,Suburban,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,"Small vernal pool that dries up in late summer, remains mostly dry throughout autumn, and fills back up in winter and spring. Visible from the end of Nicholas Dr. (and my backyard). Sometimes dries up into two small water bodies separated by a small raised area of land while, other times, dries up completely. ","Get on RI-10 N from Rose Ave and Elmwood Ave

Follow I-95 N, RI-146 N and I-295 N to RI-114 N in Cumberland. Take exit 22 from I-295 N

At the traffic circle, take the 3rd exit onto RI-114 N
0.2 mi

At the traffic circle, continue straight to stay on RI-114 N
2.3 mi

Turn right onto RI-120 E
1.0 mi

Turn left onto N Attleboro Rd
0.5 mi

Turn right onto White Pine Dr
0.1 mi

Turn right onto Bishop Dr
420 ft

Turn right onto Nicholas Dr. 

The pool is located directly at the end of Nicholas Dr. (which is a dead-end road) "
,Cedar Ridge Drive,2022-06-09,41.723392,-72.521735,09:12 pm,09:15 pm,17.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,,Glastonbury,Hartford,Connecticut,,Pond,Artifically Altered,Permanent,Precipitation or Runoff,Fish pond in yard,93 Cedar Ridge Drive
,Cedar Ridge Drive,2022-06-09,41.723392,-72.521735,09:12 pm,09:15 pm,17.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Green Frog (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,,Glastonbury,Hartford,Connecticut,,Pond,Artifically Altered,Permanent,Precipitation or Runoff,Fish pond in yard,93 Cedar Ridge Drive
,End of Michele Dr,2022-06-09,41.635979,-72.592455,10:00 pm,10:03 pm,13.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,,Portland ,Middlesex,Connecticut,Suburban,Swamp or Woodland Swamp,Natural,Temporary Every Year,Stream or River,Edge of Woods,"Route 17N at the Portland-Glastonbury Line.  Go East onto Michele Dr, go to the end of the road, just to where it veers off to the right. "
,Headwaters of Waterman's Brook,2022-06-09,41.513121,-73.247733,10:40 pm,10:44 pm,18.33,0 - CALM: smoke rises vertically,None,Much Precipitation,,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,,North Haven,New Haven,Connecticut,Suburban,Wet Meadow,Natural,Permanent,Groundwater,small stream ,
,Litwin Pond,2022-06-09,41.7537,-73.24778,09:44 pm,09:47 pm,16.11,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Litchfield,Litchfield,Connecticut,Rural,Pond,Human-made,Permanent,Stream or River,Small pond surrounded by marsh,On North side of beginning of Litwin Rd
,Litwin Pond,2022-06-09,41.7537,-73.24778,09:44 pm,09:47 pm,16.11,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Gray Treefrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Litchfield,Litchfield,Connecticut,Rural,Pond,Human-made,Permanent,Stream or River,Small pond surrounded by marsh,On North side of beginning of Litwin Rd
,Blue Heron Wetland,2022-06-09,41.43021,-81.66443,09:31 pm,09:34 pm,19.44,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,American Bullfrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Cuyahoga Heights,Cuyahoga,Ohio,Urban,Freshwater Marsh,Artifically Altered,Permanent,Stream or River,CanalWay Reservation,take blue heron boardwalk trail or canalway center trail
,Blue Heron Wetland,2022-06-09,41.43021,-81.66443,09:31 pm,09:34 pm,19.44,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Green Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Cuyahoga Heights,Cuyahoga,Ohio,Urban,Freshwater Marsh,Artifically Altered,Permanent,Stream or River,CanalWay Reservation,take blue heron boardwalk trail or canalway center trail
,Lishakill,2022-06-09,42.7494,-73.8944,10:08 pm,10:11 pm,18,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Gray Treefrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Colonie,Albany,New York,Suburban,Swamp or Woodland Swamp,Artifically Altered,Permanent,Stream or River,,"North side of Morris Road,  1/2 mile south of railroad tracks"
,Lishakill,2022-06-09,42.7494,-73.8944,10:08 pm,10:11 pm,18,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Colonie,Albany,New York,Suburban,Swamp or Woodland Swamp,Artifically Altered,Permanent,Stream or River,,"North side of Morris Road,  1/2 mile south of railroad tracks"
,Upper Pond,2022-06-09,41.309899,-72.458317,09:12 pm,09:15 pm,22.22,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,Westbrrok,Middlesex,Connecticut,Rural,Vernal Pool,Natural,Temporary Every Year,Pond,Wooded vernal pond,
,Arbutus Farm,2022-06-09,41.750769,-73.252238,09:55 pm,09:58 pm,16.11,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Green Frog (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,,Litchfield,Litchfield,Connecticut,Rural,Pond,Artifically Altered,Permanent,Not Known,Two Ponds on either side of Litwin Road,
,Arbutus Farm,2022-06-09,41.750769,-73.252238,09:55 pm,09:58 pm,16.11,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Gray Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping",,Litchfield,Litchfield,Connecticut,Rural,Pond,Artifically Altered,Permanent,Not Known,Two Ponds on either side of Litwin Road,
,Arbutus Farm,2022-06-09,41.750769,-73.252238,09:55 pm,09:58 pm,16.11,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Litchfield,Litchfield,Connecticut,Rural,Pond,Artifically Altered,Permanent,Not Known,Two Ponds on either side of Litwin Road,
,Nutcracker Swamp,2022-06-09,41.3565,-72.4985,09:32 pm,09:35 pm,,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Gray Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping",,Deep River,Middlesex,Connecticut,Rural,Swamp or Woodland Swamp,Artifically Altered,Permanent,Stream or River,private property,29 Stevenstown Road
,Nutcracker Swamp,2022-06-09,41.3565,-72.4985,09:32 pm,09:35 pm,,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Green Frog (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,,Deep River,Middlesex,Connecticut,Rural,Swamp or Woodland Swamp,Artifically Altered,Permanent,Stream or River,private property,29 Stevenstown Road
,Silver Creek - Parkway Pond,2022-06-09,40.9987,-81.6818,09:00 pm,09:03 pm,20,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Norton,Summit,Ohio,,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,,"Drive to Silver Creek Metro Park, 5000 Hametown Road, Bathhouse/beach parking lot, Norton, Ohio.  Walk across parkway from parking lot.  Take trail about 100 feet into woods.  Listen for frogs next to small woodland pond along the trail near the parkway."
,Silver Creek - Parkway Pond,2022-06-09,40.9987,-81.6818,09:00 pm,09:03 pm,20,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Norton,Summit,Ohio,,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,,"Drive to Silver Creek Metro Park, 5000 Hametown Road, Bathhouse/beach parking lot, Norton, Ohio.  Walk across parkway from parking lot.  Take trail about 100 feet into woods.  Listen for frogs next to small woodland pond along the trail near the parkway."
,Silver Creek - Parkway Pond,2022-06-09,40.9987,-81.6818,09:00 pm,09:03 pm,20,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,American Toad,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Norton,Summit,Ohio,,Swamp or Woodland Swamp,Not Known,Permanent,Stream or River,,"Drive to Silver Creek Metro Park, 5000 Hametown Road, Bathhouse/beach parking lot, Norton, Ohio.  Walk across parkway from parking lot.  Take trail about 100 feet into woods.  Listen for frogs next to small woodland pond along the trail near the parkway."
,Silver Creek - Medina Line Road,2022-06-09,40.9991,-81.6882,09:30 pm,09:33 pm,20,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Norton,Summit,Ohio,,Pond,Human-made,Permanent,Lake,,"Drive to the Medina Line Road/Wall Road intersection in Norton, Ohio (next to Silver Creek Metro Park).  Just south of that intersection, listen for frogs next to Silver Creek Lake."
,Silver Creek - Medina Line Road,2022-06-09,40.9991,-81.6882,09:30 pm,09:33 pm,20,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,,Norton,Summit,Ohio,,Pond,Human-made,Permanent,Lake,,"Drive to the Medina Line Road/Wall Road intersection in Norton, Ohio (next to Silver Creek Metro Park).  Just south of that intersection, listen for frogs next to Silver Creek Lake."
,Osterholm House,2022-06-09,41.443376,-73.146851,09:00 pm,,19.44,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,Much Precipitation,Above Freezing,Gray Treefrog,"3 - Full chorus, calls are constant, continuous and overlapping",,Oxford,Oxford,Connecticut,Rural,Swamp or Woodland Swamp,Natural,Permanent,Not Known,"Close to a small stream, has a natural spring adding water and run-off from street","Can walk in from 6 Deerwood Rd, Oxford"
,Audsdemore farm dam,2022-06-09,42.778412,-97.584154,10:06 pm,10:09 pm,16.67,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,Some Precipitation,Above Freezing,Cope's Gray Treefrog,1 - Individuals can be counted; there is space between calls,,Crofton,Knox,Nebraska,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,Farm pond with marsh below the dam,"4 miles west of Crofton,approx. 3.5 miles north."
,Audsdemore farm dam,2022-06-09,42.778412,-97.584154,10:06 pm,10:09 pm,16.67,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,Some Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,,Crofton,Knox,Nebraska,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,Farm pond with marsh below the dam,"4 miles west of Crofton,approx. 3.5 miles north."
,Audsdemore farm dam,2022-06-09,42.778412,-97.584154,10:06 pm,10:09 pm,16.67,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,Some Precipitation,Above Freezing,Northern Cricket Frog Complex,"3 - Full chorus, calls are constant, continuous and overlapping",,Crofton,Knox,Nebraska,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,Farm pond with marsh below the dam,"4 miles west of Crofton,approx. 3.5 miles north."
