Status,Station Name,Observation Date,Latitude,Longitude,Reporting Category,# Observed,Comments,Report ID
,Site 23098,2020-10-07,35.429,-93.837,Monarch Adult Sighted,1,1 Adult,"1,526,489,750"
,Site 22308,2020-10-07,35.233,-80.062,Monarch Adult Sighted,2,We spotted this butterfly on our butterfly bush and lantana. We had 3 or more at a time in the late summer and even spotted a few caterpillars on weeds in our flower garden.,"1,526,489,478"
,Site 25683,2020-10-07,35.966,-79.647,Monarch Adult Sighted,2,"Three monarchsâ€”not together but all flying alone. Two around ground level not stopping to light on anything, but flying towards the south. One higher above the trees also flying south. ","1,526,489,944"
,Site 25670,2020-10-07,35.961,-83.921,Monarch Adult Sighted,2,Different sightings.  Each  spent brief stop (30 seconds) on my butterfly bush and then headed westward.  Observed while I was doing garden work early afternoon.,"1,526,489,583"
,Site 25243,2020-10-07,35.9,-78.825,Monarch Adult Sighted,4,nectaring from lollipop verbena for over an hour in late afternoon,"1,526,489,672"
,Site 25201,2020-10-07,35.894,-79.991,Monarch Adult Sighted,3,Counted three female Monarchs in my garden. Two on zinnias and one on a butterfly bush,"1,526,490,150"
,Site 25390,2020-10-07,35.925,-79.003,Monarch Adult Sighted,3,Monarchs have been enjoying the lantana last few days.,"1,526,489,733"
,Site 25390,2020-10-07,35.925,-79.003,Monarch Adult Sighted,3,Monarchs have been enjoying the lantana last few days.,"1,526,489,705"
,Site 25353,2020-10-07,35.917,-78.79,Monarch (OTHER Observations),1,Was stopped at a traffic light and it flew over my car. Donâ€™t know monarchs well enough to know what kind. ,"1,526,489,710"
,Site 25318,2020-10-07,35.91,-80.492,"Monarch, Captive-Reared",3,2 male and one female Monarch emerged today and were released from rearing station.,"1,526,489,569"
,Site 24789,2020-10-07,35.786,-86.354,"Monarch, Captive-Reared",4,I have released 4 this week and have 14 More chrystali to emerge. ,"1,526,489,646"
,Site 24421,2020-10-07,35.683,-78.681,"Monarch, Captive-Reared",5,1 female. 4 males.,"1,526,489,491"
,Site 24378,2020-10-07,35.67,-101.544,Monarch Adult Sighted,1,Just saw this one none other seen. ,"1,526,491,323"
,Site 24371,2020-10-07,35.666,-78.408,Monarch Adult Sighted,1,Saw it around 4/5pm,"1,526,489,543"
,Site 24290,2020-10-07,35.651,-78.834,Monarch Adult Sighted,10,10/6/20- saw 210/7/20- at least 10,"1,526,489,409"
,Site 24225,2020-10-07,35.637,-101.599,Monarch Adult Sighted,1,Slowly flying in shade of tree.  Landed several times in trees.  Only got picture when it landed in English Ivy.  Flew away shortly after this picture was taken Late afternoon. ,"1,526,489,691"
,Site 24225,2020-10-07,35.637,-101.599,Monarch Adult Sighted,1,Slowly flying in shade of tree.  Landed several times in trees.  Only got picture when it landed in English Ivy.  Flew away shortly after this picture was taken Late afternoon. ,"1,526,489,657"
,Site 27680,2020-10-07,36.151,-95.225,Monarch Adult Sighted,6,"After several days without  seeing any more Monarchs traveling through or feeding on the flowers, I was pleasantly surprised when 6 showed up here Tues. (10-6-20) And they were still here feeding Wednesday evening (10-7-20).Here's a late evening picture of two sharing native Fall Asters with a honey bee.  ","1,526,489,631"
,Site 26649,2020-10-07,36.075,-96.048,Monarch Adult Sighted,1,"Adult monarch heading south 10:05am, Sunny, 64*, winds S6mph","1,526,489,397"
,Site 26595,2020-10-07,36.069,-78.909,Monarch Adult Sighted,1,I don't know monarchs well enough to know what it was. Flew into the garden and landed on the flowering bushes nearby. ,"1,526,489,707"
,Site 26575,2020-10-07,36.066,-79.403,Monarch Adult Sighted,1,One seen on a Mexican Sunflower.,"1,526,490,497"
,Site 26043,2020-10-07,36.011,-95.929,Monarch Adult Sighted,7,Saw 7 monarchs flitting around asters.  There were two males and two females. Unsure what remaining three were.,"1,526,489,533"
,Site 26042,2020-10-07,36.011,-86.721,Monarch Adult Sighted,1,Male Monarch feeding on butterfly weed.,"1,526,489,453"
,Site 26321,2020-10-07,36.042,-83.516,Monarch Adult Sighted,2,Heading to mexico ,"1,526,489,650"
,Site 25926,2020-10-07,35.992,-79.867,Monarch Adult Sighted,1,One happy looking monarch butterfly.,"1,526,489,411"
,Site 29414,2020-10-07,36.76,-84.637,Monarch Adult Sighted,2,Two in the late afternoon nectaring on a butterfly bush.  ,"1,526,489,578"
,Site 29231,2020-10-07,36.704,-97.079,"Monarch, Captive-Reared",1,released monarch 10-7-20 raised from egg found on mulkweed in my backyard. this was the 18th one i raised and released this year.  some raised from egg or larva.,"1,526,489,702"
,Site 29230,2020-10-07,36.704,-97.078,Monarch Adult Sighted,1,"backyard garden, moarch on milkweed","1,526,489,696"
,Site 31702,2020-10-07,37.664,-84.738,Monarch Adult Sighted,23,Counted 23 Monarchs flying over our house ~ heading southwest.,"1,526,489,593"
,Site 31620,2020-10-07,37.617,-97.32,Monarch Adult Sighted,1,"After not seeing any Monarchs for a week, there was one medium-sized straggler on the Mexican Sunflowers late this afternoon.","1,526,489,598"
,Site 31068,2020-10-07,37.391,-79.262,Monarch (OTHER Observations),8,Found eight monarch chrysalides in various locations around my house including the eaves and fences.,"1,526,489,884"
,Site 31068,2020-10-07,37.391,-79.262,Monarch Adult Sighted,2,Two adult females feeding on a butterfly bush in neighbor's yard.,"1,526,489,854"
,Site 31037,2020-10-07,37.385,-79.61,Monarch Adult Sighted,1,I keep seeing single Monarchs on the country roads and a few in Bedford town. Our weather here is mild. Today isquite warm. We're expecting the rains from the hurricane to hit us on Saturday and Sunday. I hope that doesn't upset the migration too much.,"1,526,489,514"
,Site 30821,2020-10-07,37.294,-93.283,Monarch Larva Sighted,7,"New garden 2020, this is 2nd bunch of caterpillars, about 15 cats each time. Chrysalises outside not doing well. Showy and common milkweed.","1,526,490,071"
,Site 30746,2020-10-07,37.27,-76.019,Monarch Adult Sighted,3,1 sighted 9'ish a.m. 3 feeding on butterfly bush around noon,"1,526,489,621"
,Site 30688,2020-10-07,37.256,-79.966,Monarch Adult Sighted,1,taking nectar,"1,526,489,494"
,Site 33130,2020-10-07,38.063,-76.328,Monarch PEAK Migration,40,"Over a period of 1&amp;1/2 hours we saw 40 Monarchs, nectaring from flowers or mostly flying south over the Chesapeake Bay. This location, Point Lookout MD, is the southern most point  of MD &amp; it's where the Potomac River meets the Bay. It's a very windy area &amp; it's amazing these butterflies make it across here. ","1,526,489,890"
,Site 32639,2020-10-07,37.949,-122.335,Monarch Larva Sighted,11,Lots of caterpillars on the native milkweed,"1,526,489,916"
,Site 32382,2020-10-07,37.859,-78.101,Monarch Adult Sighted,2,They were fluttering around my butterfly bush! They didn't hold still long enough for me to take a picture! They are beautiful!,"1,526,489,563"
,Site 32194,2020-10-07,37.798,-80.402,Monarch Adult Sighted,1,"A beautiful Fall day in West Virginia, temps in the 70â€™s, sunny and quite windy.Early October is typically peak migration in our area, but I have not seen any monarchs for the past 4 days. ","1,526,489,835"
,Site 32194,2020-10-07,37.798,-80.402,Monarch Adult Sighted,1,"A beautiful Fall day in West Virginia, temps in the 70â€™s, sunny and quite windy.Early October is typically peak migration in our area, but I have not seen any monarchs for the past 4 days. ","1,526,489,683"
,Site 32194,2020-10-07,37.798,-80.402,Monarch Adult Sighted,1,"A beautiful Fall day in West Virginia, temps in the 70â€™s, sunny and quite windy.Early October is typically peak migration in our area, but I have not seen any monarchs for the past 4 days. ","1,526,489,677"
,Site 32266,2020-10-07,37.816,-122.243,Monarch Adult Sighted,2,They were feeding on the dew this morning and now fluttering about,"1,526,489,513"
,Site 34868,2020-10-07,38.467,-76.48,Monarch Adult Sighted,1,no photo..I saw it flying over my garden.,"1,526,489,770"
,Site 34107,2020-10-07,38.326,-75.877,Monarch Adult Sighted,1,All alone feeding on zinnias and Mexican sunflowers,"1,526,490,893"
,Site 33899,2020-10-07,38.269,-104.713,Monarch Adult Sighted,1,One brilliant adult.,"1,526,489,725"
,Site 36206,2020-10-07,38.705,-90.491,Monarch Adult Sighted,1,Male,"1,526,489,540"
,Site 35897,2020-10-07,38.652,-92.373,Monarch Adult Sighted,1,Nothing here...,"1,526,489,605"
,Site 38986,2020-10-07,38.978,-84.585,Monarch Adult Sighted,1,Found this monarch outside that looked newly eclosed. I went ahead and tagged him. This was not one of the ones I raised. ,"1,526,490,068"
,Site 38206,2020-10-07,38.935,-76.498,Monarch Adult Sighted,2,Two females eclosed in my front garden~one more that I know of is still in its chrysalis ,"1,526,489,597"
,Site 41417,2020-10-07,39.251,-74.618,Monarch Adult Sighted,1,Monarch emerged today.,"1,526,489,619"
,Site 40959,2020-10-07,39.19,-76.895,"Monarch, Captive-Reared",1,"The Monarch caterpillar was brought in as it went into the ""J"" formation. It was in the chrysalis for 18 days. She eclosed 10-6-20 and I release her at Robinson Nature Center 10-7-20.","1,526,489,812"
,Site 40934,2020-10-07,39.186,-78.18,"Monarch, Captive-Reared",2,"Released (2) Male Monarchs at the Shenandoah Valley Museum garden.  They were named Chubba/Wubba and The Artist...from Upper Chestnut hill Rd. and the Insurance Co.  A Very Sunny &amp; 80 degree Day, with high winds... up to 35 mph! Along the roads looked desolate of flowers to eat.  I knew they needed nourishment to head out, and this garden had Butterfly Bushes..at least (10) of them. :) *And to top it off... There were other Monarchs getting nourishment on the Butterfly Bushes too! :)  *Hoping  they could all head out together. :) ","1,526,496,911"
,Site 41278,2020-10-07,39.231,-76.813,Monarch Adult Sighted,1,Spotted an adult flying south at 10 am.,"1,526,489,817"
,Site 40693,2020-10-07,39.151,-86.512,Monarch Adult Sighted,1,Nectaring on Agastache,"1,526,489,637"
,Site 40308,2020-10-07,39.105,-84.513,Monarch Adult Sighted,1,downtown cincinnati ohio walnut street near ninth. warm  sunny day about 4pm in afternoon was flying overhead.,"1,526,489,737"
,Site 43665,2020-10-07,39.63,-79.958,Monarch Larva Sighted,7,"Guessing 2 5th instar, 2 4th, and 3 3rd.","1,526,489,748"
,Site 43665,2020-10-07,39.63,-79.958,Monarch Adult Sighted,2,"1 male on my mexican sunflowers. 1 female flying, and landed on rose leaves.","1,526,489,747"
,Site 43386,2020-10-07,39.569,-89.962,Monarch Larva Sighted,1,One 4th instar on Asclepias incarnata.,"1,526,489,743"
,Site 43386,2020-10-07,39.569,-89.962,Monarch Adult Sighted,1,"Started checking periodically at noon when the temperature was 78 with a 9 mph WNW wind.  There were no monarchs sighted until 3:45 - 4:00 when 1 was seen nectaring on Symphyotrichum novae-angliae.  At that time the temperature was 85 with with a 6 mph NW wind.  At 5:30 - 5:40, 1 monarch was again sighted on Symphyotrichum novae-angliae.  The temperature was 84 with a 5 mph NW wind.  I had released a captive reared monarch between the two sightings.","1,526,489,742"
,Site 43368,2020-10-07,39.568,-74.237,Monarch Adult Sighted,37,"At the 8th street access to the beach, 37 monarchs were seen in the goldenrod on the dunes in 45 minutes","1,526,489,502"
,Site 43065,2020-10-07,39.51,-83.37,Monarch Adult Sighted,1,One adult.,"1,526,489,690"
,Site 43183,2020-10-07,39.533,-75.895,Monarch Adult Sighted,4,"4 adults sighted over a period of 2 hours.  First was ground-resting on pasture grass and flew off with the breeze.  Second and third were fly-bys (and I can't guarantee that one of them wasn't the ground-resting that flew off coming back).  Third was resting on spent weeds (not milkweed, though alot of spent milkweed is in that pasture) that drifted off with the prevailing breeze towards the north-east. 76Ã¯Â¿Â½ F, sunny, winds breezy with 10-14 mph mostly from southwest. ","1,526,489,495"
,Site 45368,2020-10-07,39.884,-85.87,Monarch Adult Sighted,2,Two males were nectaring on Tithonia. Both looked fresh and in excellent condition.,"1,526,489,714"
,Site 45297,2020-10-07,39.874,-74.841,Monarch Adult Sighted,1,Feeding on bush (also one yesterday 3:30/4:00),"1,526,489,528"
,Site 45062,2020-10-07,39.843,-84.167,Monarch Adult Sighted,1,One monarch flying around ,"1,526,489,684"
,Site 44522,2020-10-07,39.768,-94.847,Monarch Adult Sighted,1,"Above average temperatures, high of 87 in october! Spotted this monarch flying south stopping on purple dome new england aster and sedum. Haven't seen a monarch in two weeks. Stayed a few minutes then flew south","1,526,489,399"
,Site 44506,2020-10-07,39.767,-86.15,Monarch Adult Sighted,4,"After a cold snap, warm weather returned a few Monarchs were spotted nectaring teh Mexican sunflowers","1,526,489,745"
,Site 44128,2020-10-07,39.71,-90.224,Monarch Adult Sighted,1,Spotted a Monarch fluttering around my flower garden and feeding on Scabiosa flowers.,"1,526,490,744"
,Site 43893,2020-10-07,39.662,-84.267,Monarch Adult Sighted,1,One â€œtravelingâ€ hummingbird still at my feeder from Saturday. The 5th day now-Iâ€™ve seen it. Itâ€™s was about 7:30 this morning and she wouldnâ€™t move from my feeder as I shut the patio door. Poor thing was still waking up. ,"1,526,489,450"
,Site 47133,2020-10-07,40.094,-75.127,Monarch Adult Sighted,3,"As we anxiously await our chrysalis to emerge into butterflies, we have seen a few monarch butterflies fly right over our outdoor lesson!","1,526,489,561"
,Site 46581,2020-10-07,40.036,-83.117,Monarch Adult Sighted,1,"Flew through a Lowe's parking lot, near the garden center.","1,526,489,629"
,Site 46740,2020-10-07,40.052,-75.706,Monarch Adult Sighted,2,adult monarchs on my butterfly bush,"1,526,489,584"
,Site 46294,2020-10-07,40.003,-77.79,Monarch Adult Sighted,1,Monarch feasting on goldenrod in Bear Valley.,"1,526,489,454"
,Site 48624,2020-10-07,40.281,-75.283,Monarch Adult Sighted,1,One beautiful adult flying about on a wonderful autumn day. ,"1,526,490,010"
,Site 48551,2020-10-07,40.266,-84.487,Monarch Adult Sighted,12,8 were feeding on the same cluster of New England asters.Others flying among asters and golden rod in an open meadow.,"1,526,489,791"
,Site 47933,2020-10-07,40.178,-75.128,Monarch Adult Sighted,2,2 flying over our yard,"1,526,489,627"
,Site 51640,2020-10-07,40.744,-74.009,Monarch Adult Sighted,2,Flying around the butterfly bush in heavy winds. Hudson River Park.,"1,526,489,695"
,Site 51838,2020-10-07,40.768,-73.966,Monarch Adult Sighted,1,it was feeding on a butterfly bush in a community garden,"1,526,489,673"
,Site 51516,2020-10-07,40.731,-73.993,Monarch Adult Sighted,1,Flew near my building,"1,526,489,510"
,Site 51061,2020-10-07,40.67,-73.969,Monarch Adult Sighted,1,Flying in Prospect Park,"1,526,489,819"
,Site 50358,2020-10-07,40.57,-79.765,Monarch (OTHER Observations),1,It was on my butterfly feeder then went to the butterfly bush ,"1,526,489,734"
,Site 50015,2020-10-07,40.507,-74.511,Monarch Adult Sighted,3,3 females emerged today and flew away.,"1,526,489,717"
,Site 52159,2020-10-07,40.797,-74.46,Monarch Adult Sighted,1,Same? Monarch flying by in Morris County Historical Society at Acorn Hall's backyard.,"1,526,496,367"
,Site 55319,2020-10-07,41.205,-73.132,Monarch Adult Sighted,1,1 monarch,"1,526,489,438"
,Site 55014,2020-10-07,41.142,-73.36,Monarch (OTHER Observations),1,Monarch in J on a goldenrod.,"1,526,489,659"
,Site 54992,2020-10-07,41.138,-73.365,Monarch Adult Sighted,1,Single adult in flight.,"1,526,489,861"
