Start Time,End Time,Air Temperature,Wind,Precipitation During Visit,Precipitation in the last 48 hours,The temperature the last 48 hours has been,Species,Call Intensity,Observation Notes,City,County,State,Characterize Land Use,Site Habitat,Wetland Origin,Water Presence,Water Source,Description,Directions To Site,Status,Station Name,Observation Date,Latitude,Longitude
07:53 pm,07:56 pm,13.89,3 - GENTLE BREEZE:  leaves and twigs in constant motion; small flags extend,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Saunderstown,Washington,Rhode Island,Rural,Pond,Natural,Permanent,Stream or River,,95 south to Rt 4. Take Newport/ Jamestown exit to Rt 138. Exit to Rt 1A towards Narragansett. Take a right on Snuff Mill Rd. Left onto Gilbert Stuart Rd. 853 Gilbert Stuart will be on your right after the Gilbert Stuart Museum. Follow long dirt road to residence and pond.,,Carr Pond,2019-04-03,41.523324,-71.450495
08:46 pm,08:49 pm,11.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Milwaukee,Milwaukee,Wisconsin,Nature Center,Pond,Human-made,Permanent,Pond,,,,Bird Blind Pond,2019-04-03,43.17288,-87.894948
08:18 pm,08:21 pm,15.56,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Not Noted,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",(Obs NICA),Bethesda,Montgomery,Maryland,National Park surrounded by urban development,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,,Between the C&O canal and Potomac River at Mile 5.5/between lock 5 and lock 6. (NICA 2019),,Feeder Pool,2019-04-03,38.94278,-77.12361
11:03 pm,11:06 pm,12.22,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,"Single spring peeper. Leopard frogs less active, water levels higher than 03/20/19. (Obs JOBO)",Washington,,District of Columbia,Urban,Bioretention Area,Human-made,Temporary Every Year,Precipitation or Runoff,Part of stream restoration project completed in 2017. Landscaped bioretention area for treating stormwater runoff from M Place and adjacent open spaces. (Site registered 2019),Downhill from 30th & M. There is signage for the bioretention area which forms from street runoff. ,,Pope Branch Area 1-Bioretention Area (PBA1-BIO),2019-04-03,38.877212,-76.965057
09:30 pm,09:33 pm,9.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Syracuse,Kosciusko,Indiana,Suburban,Bog or Fen,,Permanent,Precipitation or Runoff,1.48 acres of Freshwater Emergent Wetland,"Corner of Chicago St & S Harkless Drive, Syracuse, IN  46567",,Duckblind,2019-04-02,41.418285,-85.74091
07:44 pm,07:47 pm,5.56,0 - CALM: smoke rises vertically,Light Rain or Drizzle,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",Not a strong 3. Riverside only.,Columbia,Howard,Maryland,,Pond,Human-made,Permanent,Stream or River,,ADL MAP 15 Bio. Goto the end of Shadow Lane. Walk between houses #10990 & 10989. This will lead you to the pond.,,MPEA,2019-04-02,39.196122,-76.895665
08:14 pm,08:17 pm,13.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Chesterfield,St. Louis,Missouri,Suburban,Pond,Human-made,Permanent,Precipitation or Runoff,Pond with surrounding mature trees and vegetation in suburban location,"About 1/8 mile east of intersection of Chesterfield Parkway East and Conway Road, on north side of Conway Road",,Conway Road,2019-04-02,38.6529,-90.5467
08:58 pm,09:01 pm,13.89,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,"Rob, Kate and Gordon",Athens,Clarke,Georgia,,Pond,Human-made,Permanent,Pond,,,,Sandy Creek Bird Blind,2019-04-02,33.985183,-83.379845
09:51 pm,09:54 pm,4.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,green,summit,Ohio,Suburban,"pond, creek, wetland",Natural,,,"creek running through property with wet grasses on either side, end up at pond",south main street to mount pleasant rd  address is 315 mt pleasand   area is in back of lot,,mount pleasant,2019-04-02,40.909655,-81.525535
08:40 pm,08:43 pm,11.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",Diane and Debora and Dave,Watkinsville,Oconee,Georgia,Suburban,Freshwater Marsh,Human-made,Permanent,Stream or River,year round freshwater marsh created by man made dam,Intersection of SR 53 and VFW Drive,,Harris Shoals Park,2019-04-02,33.870416,-83.420563
10:20 pm,10:23 pm,5,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Easthampton,Hampshire,Massachusetts,Suburban,Vernal Pool,Natural,Temporary Every Year,Precipitation or Runoff,woodland vernal pool,woods approx a quarter mile southeast of treehouse circle,,vernalpool,2019-04-02,42.2492,-72.6684
09:28 pm,09:31 pm,5.56,0 - CALM: smoke rises vertically,Light Rain or Drizzle,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping","Chorus can be heard across the pond, 2 individuals close to listening area. Some geese honking quietly",Woodbridge,,Connecticut, ,Pond,Natural,Permanent,Pond,"Freshwater pond ringed with trees, close to an athletic center and business park",,,Bradley Rd - Konolds Pond,2019-04-02,41.347747,-72.977765
08:04 pm,08:07 pm,5,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping","Peepers did not interrupt their calls, even with background noise (dogs barking/me arriving)",Smithfield ,Providence ,Rhode Island,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Not Known,,"Get on RI-10 N from Green Memorial Blvd and Elmwood Ave 4 min (1.1 mi). Take I-95 S, RI-37 W, and I-295 N to RI-5 N in Johnston.  Exit from I-295 N 12 min (11.9 mi).  Turn left onto RI-5 N. Destination will be on the right 3 min (1.9 mi). ",,Powder Mill Ledges Wildlife Refuge ,2019-04-02,41.86793,-71.5308
08:43 pm,08:46 pm,5,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",Snow/Clear Skies,Hinckley township,Medina,Ohio,Cleveland Metroparks property,Swamp or Woodland Swamp,Natural,Temporary Every Year,Stream or River,"Forest on one side, tributary to Hinckley lake on the other. This is a wetland mosaic that dries in the summer and is typically brimming with amphibians in the spring. It may occasionally take water later in the year as stream floods.","Just south of Whipps ledges driveway, there is an unpaved trail. Follow unpaved trail southeast, wetland is right along trail.",,Hinckley Wetlands,2019-04-02,41.217822,-81.704767
08:21 pm,08:24 pm,6.67,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Twinsburg Twp,Summit,Ohio,established created wetland; park,Vernal Pool,Human-made,Temporary Some Years,Precipitation or Runoff,[AZA - no date_registered; assumed 2010],,,Liberty Park Dragonfly Pool #7165,2019-04-02,41.1857,-81.2452
08:21 pm,08:24 pm,6.67,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Twinsburg Twp,Summit,Ohio,established created wetland; park,Vernal Pool,Human-made,Temporary Some Years,Precipitation or Runoff,[AZA - no date_registered; assumed 2010],,,Liberty Park Dragonfly Pool #7165,2019-04-02,41.1857,-81.2452
07:50 pm,07:53 pm,5.56,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Fairhaven,Bristol,Massachusetts,Suburban,Freshwater Marsh,Natural,Permanent,Stream or River,"Small stream runs alongside freshwater marsh, lots of phragmites","Drive to end of Evergreen St, cross bike path on foot. ",,Evergreen Street,2019-04-02,41.6426,-70.8598
08:57 pm,09:00 pm,7.78,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,Monitored by Barbara Foster and Jane Kramer.,Greenville,Greenville,South Carolina,Lake Conestee Nature Park,Swamp or Woodland Swamp,Natural,Temporary Some Years,Lake,,LCNPWBB (Lake Conestee Nature Park West Bay Boardwalk),,LCNPWBB,2019-04-02,34.7745,-82.3558
07:30 pm,07:45 pm,4.44,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,,Fairfield,Connecticut,Rural,Pond,Natural,Permanent,Stream or River,,,,EMV,2019-04-02,41.404513,-73.538833
08:42 pm,08:45 pm,6.67,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Bentleyville ,Cuyahoga,Ohio,Suburban,Pond,Natural,Permanent,Precipitation or Runoff,Pond along apt,Park at sledding hill and take apt south east into woods. pond on right side of trail,,Dragonfly Pond,2019-04-02,41.421834,-81.416761
07:58 pm,08:01 pm,41,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Old Lyme,New London,Connecticut,Suburban,Swamp or Woodland Swamp,Natural,Not Known,Pond,Forest swamp adjacent to the Black Hall River (which is a stream at this location),,,Black Hall,2019-04-02,41.340915,-72.298214
08:43 pm,08:46 pm,8.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Akron,Summit,Ohio,,Pond,Human-made,Permanent,Pond,,"Drive to Firestone Metro Park, Little Turtle Pond Parking lot, 2400 Harrington Road, Akron OH.  Walk west towards ponds.  Go to second pond, west of first pond.  Listen for frogs near building south of Little Turtle Pond.",,Firestone - Little Turtle Pond,2019-04-02,41.0169,-81.5157
08:43 pm,08:46 pm,8.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Akron,Summit,Ohio,,Pond,Human-made,Permanent,Pond,,"Drive to Firestone Metro Park, Little Turtle Pond Parking lot, 2400 Harrington Road, Akron OH.  Walk west towards ponds.  Go to second pond, west of first pond.  Listen for frogs near building south of Little Turtle Pond.",,Firestone - Little Turtle Pond,2019-04-02,41.0169,-81.5157
08:34 pm,08:37 pm,11.94,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",Sunset 1936,Scaggsville,Howard,Maryland,Suburban,Pond,Human-made,Permanent,Pond,,Proceed from Scaggsville Road to Harding Road and then to Stanfield Road.  The site is just west of the intersection with Dove's Fly Way.,,4040W (Dove's Fly Way West),2019-04-02,39.125,-76.874
08:30 pm,08:33 pm,6.67,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Bentleyville,Cuyahoga,Ohio,Suburban,Freshwater Marsh,Natural,Temporary Some Years,Precipitation or Runoff,"A small, vernal pool that typically retains water for most of the year. It is fed by precipitation and dominated by soft-stem vegetation. ","Enter the driveway to Look About Lodge in South Chagrin Reservation (37374 Miles Rd, Bentleyville, OH 44022) and park in the lot.  Begin walking back up the driveway and wetland will be on west side of the drive, near Miles Road, adjacent to the driveway and walking trail.",,Look About Lodge Driveway,2019-04-02,41.42456,-81.42227
07:55 pm,07:58 pm,-2.22,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Branford,New Haven,Connecticut,Rural,Pond,Natural,Permanent,Stream or River,,,,Howard Ave. Pond,2019-04-02,41.26138,-72.832856
08:26 pm,08:29 pm,12.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,Sunset 1936,Scaggsville,Howard,Maryland,Suburban,Pond,Human-made,Permanent,Precipitation or Runoff,,Proceed from Scaggsville Road (216) to Harding Road and then to Stansfield Road.  The site is just to the east of Dove's Fly Way.,,4040E (Dove's Fly Way East),2019-04-02,39.126174,-76.873673
08:03 pm,08:06 pm,7.22,0 - CALM: smoke rises vertically,Fog or Mist,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,Trains Geese,Germantown,Montgomergy,Maryland,Rural,Pond,Natural,Permanent,Precipitation or Runoff,Well established (ca.1950) farm pond surrounded by open forest and field.  On Izaac Walton - Rocville Chapter grounds on eastern side of Great Seneca Creek. ,Several hundred yards upstream of Clooper Road (MD 117) up gated road  just east of the Great Seeca Creek Bridge.,,IWLA-R02,2019-04-02,39.1559,-77.2482
08:17 pm,08:20 pm,7.22,0 - CALM: smoke rises vertically,Fog or Mist,No Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,Road Traffic,Germantown,Montgomergy,Maryland,Rural,Pond,Natural,Permanent,Precipitation or Runoff,Well established (ca.1950) farm pond surrounded by open forest and field.  On Izaac Walton - Rocville Chapter grounds on eastern side of Great Seneca Creek. ,Several hundred yards upstream of Clooper Road (MD 117) up gated road  just east of the Great Seeca Creek Bridge.,,IWLA-R02,2019-04-02,39.1559,-77.2482
08:12 pm,08:15 pm,60,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Below Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Springfield,Greene,Missouri,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,Pond located on Hickory Hills school grounds,Corner of Hwy YY and Farm Road 193,,Blackbird Pond,2019-04-02,37.2229,-93.197
09:10 pm,10:13 pm,3.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,Syracuse,Kosciusko,Indiana,Suburban,Bog or Fen,,Permanent,Precipitation or Runoff,1.48 acres of Freshwater Emergent Wetland,"Corner of Chicago St & S Harkless Drive, Syracuse, IN  46567",,Duckblind,2019-04-01,41.418285,-85.74091
08:26 pm,08:29 pm,3.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Cockeysville,Baltimore,Maryland,Park in suburban area,freshwater emergent wetland,Human-made,Permanent,Groundwater,Wetland created within the Oregon Ridge Park Wildlife Management Area circa 1980s,"Shawan Rd west off of I83, first left on Beaver Dam Rd, bare right to Oregon Ridge Nature Center.  From  parking log, walk trail past tenant house and demo garden.  The wetland will be ahead on the right.",,ORNC Freshwater Wetland,2019-04-01,39.4949,-76.6909
